Sector,Text,Sentiment
قوات أمن المنشآت,قوات أمن المنشآت: خدمة ممتازة وسرعة في الإجراءات,Positive
قوات أمن المنشآت,قوات أمن المنشآت: تجربة رائعة أشكر جهودكم,Positive
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: تجربة رائعة أشكر جهودكم,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: كل الشكر للموظف اللي ساعدني اليوم,Positive
السجون,السجون: لا أحد يرد على الاستفسارات,Negative
مركز المعلومات الوطني,مركز المعلومات الوطني: أحتاج إلى توضيح عن الإجراءات,Neutral
قوات أمن المنشآت,قوات أمن المنشآت: انتظار طويل دون فائدة,Negative
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: ذهبت للاستفسار فقط,Neutral
ديوان الوزارة,ديوان الوزارة: الخدمة تحسنت كثيراً مؤخراً,Positive
مكافحة المخدرات,مكافحة المخدرات: ما هي متطلبات إصدار الجواز؟,Neutral
مكافحة المخدرات,مكافحة المخدرات: هل يعمل الفرع في يوم الجمعة؟,Neutral
الدفاع المدني,الدفاع المدني: خدمة سيئة جداً وتعامل سيء,Negative
مركز أبحاث الجريمة,مركز أبحاث الجريمة: ما هي متطلبات إصدار الجواز؟,Neutral
قوات أمن المنشآت,قوات أمن المنشآت: كل الشكر للموظف اللي ساعدني اليوم,Positive
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: لا أحد يرد على الاستفسارات,Negative
ديوان الوزارة,ديوان الوزارة: خدمة ممتازة وسرعة في الإجراءات,Positive
الجوازات,الجوازات: كل الشكر للموظف اللي ساعدني اليوم,Positive
قوات أمن المنشآت,قوات أمن المنشآت: خدمة ممتازة وسرعة في الإجراءات,Positive
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: خدمة سيئة جداً وتعامل سيء,Negative
ديوان الوزارة,ديوان الوزارة: ما هي متطلبات إصدار الجواز؟,Neutral
ديوان الوزارة,ديوان الوزارة: كل الشكر للموظف اللي ساعدني اليوم,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: انتظار طويل دون فائدة,Negative
أندية الوزارة,أندية الوزارة: ما هي متطلبات إصدار الجواز؟,Neutral
الأمن البيئي,الأمن البيئي: ذهبت للاستفسار فقط,Neutral
مركز العمليات الموحدة,مركز العمليات الموحدة: واجهت مشكلة ولم أجد مساعدة,Negative
الجوازات,الجوازات: انتظار طويل دون فائدة,Negative
الأمن البيئي,الأمن البيئي: خدمة ممتازة وسرعة في الإجراءات,Positive
مركز أبحاث الجريمة,مركز أبحاث الجريمة: ذهبت للاستفسار فقط,Neutral
مركز العمليات الموحدة,مركز العمليات الموحدة: لا أحد يرد على الاستفسارات,Negative
مركز المعلومات الوطني,مركز المعلومات الوطني: راجعت اليوم الفرع الرئيسي,Neutral
مركز المعلومات الوطني,مركز المعلومات الوطني: أحتاج إلى توضيح عن الإجراءات,Neutral
مركز أبحاث الجريمة,مركز أبحاث الجريمة: واجهت مشكلة ولم أجد مساعدة,Negative
الإدارة العامة للمجاهدين,الإدارة العامة للمجاهدين: تعامل راقٍ من الموظفين,Positive
قوات الأمن الخاصة,قوات الأمن الخاصة: خدمة ممتازة وسرعة في الإجراءات,Positive
الأمن البيئي,الأمن البيئي: كل الشكر للموظف اللي ساعدني اليوم,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: تعامل راقٍ من الموظفين,Positive
الجوازات,الجوازات: الموقع لا يعمل منذ الصباح,Negative
ديوان الوزارة,ديوان الوزارة: انتظار طويل دون فائدة,Negative
السجون,السجون: خدمة سيئة جداً وتعامل سيء,Negative
حرس الحدود,حرس الحدود: خدمة سيئة جداً وتعامل سيء,Negative
أندية الوزارة,أندية الوزارة: الخدمة تحسنت كثيراً مؤخراً,Positive
حرس الحدود,حرس الحدود: تجربة رائعة أشكر جهودكم,Positive
الجوازات,الجوازات: واجهت مشكلة ولم أجد مساعدة,Negative
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: راجعت اليوم الفرع الرئيسي,Neutral
الأمن البيئي,الأمن البيئي: انتظار طويل دون فائدة,Negative
قوات الأمن الخاصة,قوات الأمن الخاصة: ما هي متطلبات إصدار الجواز؟,Neutral
ديوان الوزارة,ديوان الوزارة: ذهبت للاستفسار فقط,Neutral
الجوازات,الجوازات: لا أحد يرد على الاستفسارات,Negative
ديوان الوزارة,ديوان الوزارة: تجربة رائعة أشكر جهودكم,Positive
الجوازات,الجوازات: الخدمة تحسنت كثيراً مؤخراً,Positive
الجوازات,الجوازات: الموقع لا يعمل منذ الصباح,Negative
قوات أمن المنشآت,قوات أمن المنشآت: هل يعمل الفرع في يوم الجمعة؟,Neutral
الأمن العام,الأمن العام: انتظار طويل دون فائدة,Negative
الأمن البيئي,الأمن البيئي: أحتاج إلى توضيح عن الإجراءات,Neutral
الأمن البيئي,الأمن البيئي: هل يعمل الفرع في يوم الجمعة؟,Neutral
الإدارة العامة للمجاهدين,الإدارة العامة للمجاهدين: كل الشكر للموظف اللي ساعدني اليوم,Positive
الأمن العام,الأمن العام: انتظار طويل دون فائدة,Negative
ديوان الوزارة,ديوان الوزارة: واجهت مشكلة ولم أجد مساعدة,Negative
مركز المعلومات الوطني,مركز المعلومات الوطني: خدمة سيئة جداً وتعامل سيء,Negative
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: كل الشكر للموظف اللي ساعدني اليوم,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: هل يعمل الفرع في يوم الجمعة؟,Neutral
أندية الوزارة,أندية الوزارة: واجهت مشكلة ولم أجد مساعدة,Negative
مركز المعلومات الوطني,مركز المعلومات الوطني: الخدمة تحسنت كثيراً مؤخراً,Positive
قوات أمن المنشآت,قوات أمن المنشآت: هل يعمل الفرع في يوم الجمعة؟,Neutral
حرس الحدود,حرس الحدود: خدمة ممتازة وسرعة في الإجراءات,Positive
الجوازات,الجوازات: الموقع لا يعمل منذ الصباح,Negative
قوات أمن المنشآت,قوات أمن المنشآت: ذهبت للاستفسار فقط,Neutral
الخدمات الطبية,الخدمات الطبية: الخدمة تحسنت كثيراً مؤخراً,Positive
مركز أبحاث الجريمة,مركز أبحاث الجريمة: واجهت مشكلة ولم أجد مساعدة,Negative
مركز المعلومات الوطني,مركز المعلومات الوطني: واجهت مشكلة ولم أجد مساعدة,Negative
ديوان الوزارة,ديوان الوزارة: كل الشكر للموظف اللي ساعدني اليوم,Positive
الخدمات الطبية,الخدمات الطبية: راجعت اليوم الفرع الرئيسي,Neutral
الدفاع المدني,الدفاع المدني: خدمة ممتازة وسرعة في الإجراءات,Positive
أندية الوزارة,أندية الوزارة: أحتاج إلى توضيح عن الإجراءات,Neutral
الأمن العام,الأمن العام: الخدمة تحسنت كثيراً مؤخراً,Positive
الأمن العام,الأمن العام: الخدمة تحسنت كثيراً مؤخراً,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: ما هي متطلبات إصدار الجواز؟,Neutral
السجون,السجون: تجربة رائعة أشكر جهودكم,Positive
الجوازات,الجوازات: تجربة رائعة أشكر جهودكم,Positive
السجون,السجون: راجعت اليوم الفرع الرئيسي,Neutral
أندية الوزارة,أندية الوزارة: الموقع لا يعمل منذ الصباح,Negative
الدفاع المدني,الدفاع المدني: كل الشكر للموظف اللي ساعدني اليوم,Positive
الأمن العام,الأمن العام: لا أحد يرد على الاستفسارات,Negative
الأحوال المدنية,الأحوال المدنية: خدمة سيئة جداً وتعامل سيء,Negative
قوات أمن المنشآت,قوات أمن المنشآت: انتظار طويل دون فائدة,Negative
الأمن البيئي,الأمن البيئي: لا أحد يرد على الاستفسارات,Negative
الجوازات,الجوازات: كل الشكر للموظف اللي ساعدني اليوم,Positive
أندية الوزارة,أندية الوزارة: ذهبت للاستفسار فقط,Neutral
أندية الوزارة,أندية الوزارة: هل يعمل الفرع في يوم الجمعة؟,Neutral
الدفاع المدني,الدفاع المدني: كل الشكر للموظف اللي ساعدني اليوم,Positive
مركز أبحاث الجريمة,مركز أبحاث الجريمة: الموقع لا يعمل منذ الصباح,Negative
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: تجربة رائعة أشكر جهودكم,Positive
مركز أبحاث الجريمة,مركز أبحاث الجريمة: الخدمة تحسنت كثيراً مؤخراً,Positive
مركز المعلومات الوطني,مركز المعلومات الوطني: ذهبت للاستفسار فقط,Neutral
الأمن البيئي,الأمن البيئي: الموقع لا يعمل منذ الصباح,Negative
الخدمات الطبية,الخدمات الطبية: خدمة سيئة جداً وتعامل سيء,Negative
الخدمات الطبية,الخدمات الطبية: خدمة ممتازة وسرعة في الإجراءات,Positive
الأمن البيئي,الأمن البيئي: تعامل راقٍ من الموظفين,Positive
قوات الأمن الخاصة,قوات الأمن الخاصة: الموقع لا يعمل منذ الصباح,Negative
الجوازات,الجوازات: هل يعمل الفرع في يوم الجمعة؟,Neutral
حرس الحدود,حرس الحدود: الخدمة تحسنت كثيراً مؤخراً,Positive
قوات الأمن الخاصة,قوات الأمن الخاصة: لا أحد يرد على الاستفسارات,Negative
قوات أمن المنشآت,قوات أمن المنشآت: ذهبت للاستفسار فقط,Neutral
مركز العمليات الموحدة,مركز العمليات الموحدة: تعامل راقٍ من الموظفين,Positive
الخدمات الطبية,الخدمات الطبية: خدمة ممتازة وسرعة في الإجراءات,Positive
ديوان الوزارة,ديوان الوزارة: خدمة ممتازة وسرعة في الإجراءات,Positive
الدفاع المدني,الدفاع المدني: الخدمة تحسنت كثيراً مؤخراً,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: لا أحد يرد على الاستفسارات,Negative
أندية الوزارة,أندية الوزارة: تعامل راقٍ من الموظفين,Positive
الخدمات الطبية,الخدمات الطبية: راجعت اليوم الفرع الرئيسي,Neutral
مركز أبحاث الجريمة,مركز أبحاث الجريمة: لا أحد يرد على الاستفسارات,Negative
قوات الأمن الخاصة,قوات الأمن الخاصة: تجربة رائعة أشكر جهودكم,Positive
قوات الأمن الخاصة,قوات الأمن الخاصة: راجعت اليوم الفرع الرئيسي,Neutral
الأحوال المدنية,الأحوال المدنية: ما هي متطلبات إصدار الجواز؟,Neutral
مركز أبحاث الجريمة,مركز أبحاث الجريمة: خدمة ممتازة وسرعة في الإجراءات,Positive
الأمن البيئي,الأمن البيئي: تعامل راقٍ من الموظفين,Positive
مكافحة المخدرات,مكافحة المخدرات: راجعت اليوم الفرع الرئيسي,Neutral
مكافحة المخدرات,مكافحة المخدرات: خدمة ممتازة وسرعة في الإجراءات,Positive
مركز المعلومات الوطني,مركز المعلومات الوطني: الخدمة تحسنت كثيراً مؤخراً,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: خدمة ممتازة وسرعة في الإجراءات,Positive
قوات الأمن الخاصة,قوات الأمن الخاصة: تعامل راقٍ من الموظفين,Positive
الأحوال المدنية,الأحوال المدنية: خدمة سيئة جداً وتعامل سيء,Negative
حرس الحدود,حرس الحدود: تعامل راقٍ من الموظفين,Positive
حرس الحدود,حرس الحدود: كل الشكر للموظف اللي ساعدني اليوم,Positive
الإدارة العامة للمجاهدين,الإدارة العامة للمجاهدين: خدمة ممتازة وسرعة في الإجراءات,Positive
الأمن البيئي,الأمن البيئي: كل الشكر للموظف اللي ساعدني اليوم,Positive
الأمن العام,الأمن العام: ما هي متطلبات إصدار الجواز؟,Neutral
أندية الوزارة,أندية الوزارة: ما هي متطلبات إصدار الجواز؟,Neutral
مركز العمليات الموحدة,مركز العمليات الموحدة: الموقع لا يعمل منذ الصباح,Negative
الأحوال المدنية,الأحوال المدنية: واجهت مشكلة ولم أجد مساعدة,Negative
مركز أبحاث الجريمة,مركز أبحاث الجريمة: واجهت مشكلة ولم أجد مساعدة,Negative
مركز أبحاث الجريمة,مركز أبحاث الجريمة: تعامل راقٍ من الموظفين,Positive
مركز المعلومات الوطني,مركز المعلومات الوطني: كل الشكر للموظف اللي ساعدني اليوم,Positive
ديوان الوزارة,ديوان الوزارة: كل الشكر للموظف اللي ساعدني اليوم,Positive
قوات الأمن الخاصة,قوات الأمن الخاصة: الموقع لا يعمل منذ الصباح,Negative
السجون,السجون: خدمة ممتازة وسرعة في الإجراءات,Positive
أندية الوزارة,أندية الوزارة: انتظار طويل دون فائدة,Negative
قوات الأمن الخاصة,قوات الأمن الخاصة: هل يعمل الفرع في يوم الجمعة؟,Neutral
مكافحة المخدرات,مكافحة المخدرات: لا أحد يرد على الاستفسارات,Negative
الخدمات الطبية,الخدمات الطبية: خدمة سيئة جداً وتعامل سيء,Negative
الجوازات,الجوازات: الخدمة تحسنت كثيراً مؤخراً,Positive
أندية الوزارة,أندية الوزارة: لا أحد يرد على الاستفسارات,Negative
حرس الحدود,حرس الحدود: تعامل راقٍ من الموظفين,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: تعامل راقٍ من الموظفين,Positive
الأحوال المدنية,الأحوال المدنية: راجعت اليوم الفرع الرئيسي,Neutral
ديوان الوزارة,ديوان الوزارة: خدمة ممتازة وسرعة في الإجراءات,Positive
قوات الأمن الخاصة,قوات الأمن الخاصة: واجهت مشكلة ولم أجد مساعدة,Negative
قوات أمن المنشآت,قوات أمن المنشآت: كل الشكر للموظف اللي ساعدني اليوم,Positive
ديوان الوزارة,ديوان الوزارة: لا أحد يرد على الاستفسارات,Negative
الإدارة العامة للمجاهدين,الإدارة العامة للمجاهدين: أحتاج إلى توضيح عن الإجراءات,Neutral
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: ذهبت للاستفسار فقط,Neutral
الخدمات الطبية,الخدمات الطبية: خدمة سيئة جداً وتعامل سيء,Negative
الجوازات,الجوازات: الموقع لا يعمل منذ الصباح,Negative
حرس الحدود,حرس الحدود: لا أحد يرد على الاستفسارات,Negative
الإدارة العامة للمجاهدين,الإدارة العامة للمجاهدين: واجهت مشكلة ولم أجد مساعدة,Negative
الأمن العام,الأمن العام: خدمة سيئة جداً وتعامل سيء,Negative
مركز العمليات الموحدة,مركز العمليات الموحدة: انتظار طويل دون فائدة,Negative
الخدمات الطبية,الخدمات الطبية: ما هي متطلبات إصدار الجواز؟,Neutral
مركز أبحاث الجريمة,مركز أبحاث الجريمة: خدمة ممتازة وسرعة في الإجراءات,Positive
قوات الأمن الخاصة,قوات الأمن الخاصة: الخدمة تحسنت كثيراً مؤخراً,Positive
مركز أبحاث الجريمة,مركز أبحاث الجريمة: لا أحد يرد على الاستفسارات,Negative
الدفاع المدني,الدفاع المدني: كل الشكر للموظف اللي ساعدني اليوم,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: خدمة سيئة جداً وتعامل سيء,Negative
قوات الأمن الخاصة,قوات الأمن الخاصة: خدمة سيئة جداً وتعامل سيء,Negative
الأمن العام,الأمن العام: انتظار طويل دون فائدة,Negative
الأمن العام,الأمن العام: ما هي متطلبات إصدار الجواز؟,Neutral
الخدمات الطبية,الخدمات الطبية: ما هي متطلبات إصدار الجواز؟,Neutral
الأمن العام,الأمن العام: تجربة رائعة أشكر جهودكم,Positive
ديوان الوزارة,ديوان الوزارة: ذهبت للاستفسار فقط,Neutral
مركز المعلومات الوطني,مركز المعلومات الوطني: تجربة رائعة أشكر جهودكم,Positive
الجوازات,الجوازات: أحتاج إلى توضيح عن الإجراءات,Neutral
الأمن العام,الأمن العام: كل الشكر للموظف اللي ساعدني اليوم,Positive
الأحوال المدنية,الأحوال المدنية: تجربة رائعة أشكر جهودكم,Positive
حرس الحدود,حرس الحدود: كل الشكر للموظف اللي ساعدني اليوم,Positive
حرس الحدود,حرس الحدود: كل الشكر للموظف اللي ساعدني اليوم,Positive
الجوازات,الجوازات: راجعت اليوم الفرع الرئيسي,Neutral
قوات الأمن الخاصة,قوات الأمن الخاصة: انتظار طويل دون فائدة,Negative
الدفاع المدني,الدفاع المدني: كل الشكر للموظف اللي ساعدني اليوم,Positive
الجوازات,الجوازات: واجهت مشكلة ولم أجد مساعدة,Negative
مكافحة المخدرات,مكافحة المخدرات: انتظار طويل دون فائدة,Negative
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: واجهت مشكلة ولم أجد مساعدة,Negative
قوات أمن المنشآت,قوات أمن المنشآت: ذهبت للاستفسار فقط,Neutral
مركز العمليات الموحدة,مركز العمليات الموحدة: انتظار طويل دون فائدة,Negative
قوات أمن المنشآت,قوات أمن المنشآت: واجهت مشكلة ولم أجد مساعدة,Negative
ديوان الوزارة,ديوان الوزارة: خدمة سيئة جداً وتعامل سيء,Negative
قوات أمن المنشآت,قوات أمن المنشآت: ذهبت للاستفسار فقط,Neutral
أندية الوزارة,أندية الوزارة: هل يعمل الفرع في يوم الجمعة؟,Neutral
الأمن العام,الأمن العام: أحتاج إلى توضيح عن الإجراءات,Neutral
قوات الأمن الخاصة,قوات الأمن الخاصة: انتظار طويل دون فائدة,Negative
ديوان الوزارة,ديوان الوزارة: تعامل راقٍ من الموظفين,Positive
قوات أمن المنشآت,قوات أمن المنشآت: خدمة ممتازة وسرعة في الإجراءات,Positive
الجوازات,الجوازات: الخدمة تحسنت كثيراً مؤخراً,Positive
الجوازات,الجوازات: لا أحد يرد على الاستفسارات,Negative
الخدمات الطبية,الخدمات الطبية: تعامل راقٍ من الموظفين,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: كل الشكر للموظف اللي ساعدني اليوم,Positive
ديوان الوزارة,ديوان الوزارة: الموقع لا يعمل منذ الصباح,Negative
الجوازات,الجوازات: هل يعمل الفرع في يوم الجمعة؟,Neutral
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: خدمة ممتازة وسرعة في الإجراءات,Positive
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: راجعت اليوم الفرع الرئيسي,Neutral
الأمن العام,الأمن العام: الخدمة تحسنت كثيراً مؤخراً,Positive
قوات أمن المنشآت,قوات أمن المنشآت: خدمة ممتازة وسرعة في الإجراءات,Positive
قوات أمن المنشآت,قوات أمن المنشآت: تجربة رائعة أشكر جهودكم,Positive
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: تجربة رائعة أشكر جهودكم,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: كل الشكر للموظف اللي ساعدني اليوم,Positive
السجون,السجون: لا أحد يرد على الاستفسارات,Negative
مركز المعلومات الوطني,مركز المعلومات الوطني: أحتاج إلى توضيح عن الإجراءات,Neutral
قوات أمن المنشآت,قوات أمن المنشآت: انتظار طويل دون فائدة,Negative
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: ذهبت للاستفسار فقط,Neutral
ديوان الوزارة,ديوان الوزارة: الخدمة تحسنت كثيراً مؤخراً,Positive
مكافحة المخدرات,مكافحة المخدرات: ما هي متطلبات إصدار الجواز؟,Neutral
مكافحة المخدرات,مكافحة المخدرات: هل يعمل الفرع في يوم الجمعة؟,Neutral
الدفاع المدني,الدفاع المدني: خدمة سيئة جداً وتعامل سيء,Negative
مركز أبحاث الجريمة,مركز أبحاث الجريمة: ما هي متطلبات إصدار الجواز؟,Neutral
قوات أمن المنشآت,قوات أمن المنشآت: كل الشكر للموظف اللي ساعدني اليوم,Positive
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: لا أحد يرد على الاستفسارات,Negative
ديوان الوزارة,ديوان الوزارة: خدمة ممتازة وسرعة في الإجراءات,Positive
الجوازات,الجوازات: كل الشكر للموظف اللي ساعدني اليوم,Positive
قوات أمن المنشآت,قوات أمن المنشآت: خدمة ممتازة وسرعة في الإجراءات,Positive
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: خدمة سيئة جداً وتعامل سيء,Negative
ديوان الوزارة,ديوان الوزارة: ما هي متطلبات إصدار الجواز؟,Neutral
ديوان الوزارة,ديوان الوزارة: كل الشكر للموظف اللي ساعدني اليوم,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: انتظار طويل دون فائدة,Negative
أندية الوزارة,أندية الوزارة: ما هي متطلبات إصدار الجواز؟,Neutral
الأمن البيئي,الأمن البيئي: ذهبت للاستفسار فقط,Neutral
مركز العمليات الموحدة,مركز العمليات الموحدة: واجهت مشكلة ولم أجد مساعدة,Negative
الجوازات,الجوازات: انتظار طويل دون فائدة,Negative
الأمن البيئي,الأمن البيئي: خدمة ممتازة وسرعة في الإجراءات,Positive
مركز أبحاث الجريمة,مركز أبحاث الجريمة: ذهبت للاستفسار فقط,Neutral
مركز العمليات الموحدة,مركز العمليات الموحدة: لا أحد يرد على الاستفسارات,Negative
مركز المعلومات الوطني,مركز المعلومات الوطني: راجعت اليوم الفرع الرئيسي,Neutral
مركز المعلومات الوطني,مركز المعلومات الوطني: أحتاج إلى توضيح عن الإجراءات,Neutral
مركز أبحاث الجريمة,مركز أبحاث الجريمة: واجهت مشكلة ولم أجد مساعدة,Negative
الإدارة العامة للمجاهدين,الإدارة العامة للمجاهدين: تعامل راقٍ من الموظفين,Positive
قوات الأمن الخاصة,قوات الأمن الخاصة: خدمة ممتازة وسرعة في الإجراءات,Positive
الأمن البيئي,الأمن البيئي: كل الشكر للموظف اللي ساعدني اليوم,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: تعامل راقٍ من الموظفين,Positive
الجوازات,الجوازات: الموقع لا يعمل منذ الصباح,Negative
ديوان الوزارة,ديوان الوزارة: انتظار طويل دون فائدة,Negative
السجون,السجون: خدمة سيئة جداً وتعامل سيء,Negative
حرس الحدود,حرس الحدود: خدمة سيئة جداً وتعامل سيء,Negative
أندية الوزارة,أندية الوزارة: الخدمة تحسنت كثيراً مؤخراً,Positive
حرس الحدود,حرس الحدود: تجربة رائعة أشكر جهودكم,Positive
الجوازات,الجوازات: واجهت مشكلة ولم أجد مساعدة,Negative
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: راجعت اليوم الفرع الرئيسي,Neutral
الأمن البيئي,الأمن البيئي: انتظار طويل دون فائدة,Negative
قوات الأمن الخاصة,قوات الأمن الخاصة: ما هي متطلبات إصدار الجواز؟,Neutral
ديوان الوزارة,ديوان الوزارة: ذهبت للاستفسار فقط,Neutral
الجوازات,الجوازات: لا أحد يرد على الاستفسارات,Negative
ديوان الوزارة,ديوان الوزارة: تجربة رائعة أشكر جهودكم,Positive
الجوازات,الجوازات: الخدمة تحسنت كثيراً مؤخراً,Positive
الجوازات,الجوازات: الموقع لا يعمل منذ الصباح,Negative
قوات أمن المنشآت,قوات أمن المنشآت: هل يعمل الفرع في يوم الجمعة؟,Neutral
الأمن العام,الأمن العام: انتظار طويل دون فائدة,Negative
الأمن البيئي,الأمن البيئي: أحتاج إلى توضيح عن الإجراءات,Neutral
الأمن البيئي,الأمن البيئي: هل يعمل الفرع في يوم الجمعة؟,Neutral
الإدارة العامة للمجاهدين,الإدارة العامة للمجاهدين: كل الشكر للموظف اللي ساعدني اليوم,Positive
الأمن العام,الأمن العام: انتظار طويل دون فائدة,Negative
ديوان الوزارة,ديوان الوزارة: واجهت مشكلة ولم أجد مساعدة,Negative
مركز المعلومات الوطني,مركز المعلومات الوطني: خدمة سيئة جداً وتعامل سيء,Negative
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: كل الشكر للموظف اللي ساعدني اليوم,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: هل يعمل الفرع في يوم الجمعة؟,Neutral
أندية الوزارة,أندية الوزارة: واجهت مشكلة ولم أجد مساعدة,Negative
مركز المعلومات الوطني,مركز المعلومات الوطني: الخدمة تحسنت كثيراً مؤخراً,Positive
قوات أمن المنشآت,قوات أمن المنشآت: هل يعمل الفرع في يوم الجمعة؟,Neutral
حرس الحدود,حرس الحدود: خدمة ممتازة وسرعة في الإجراءات,Positive
الجوازات,الجوازات: الموقع لا يعمل منذ الصباح,Negative
قوات أمن المنشآت,قوات أمن المنشآت: ذهبت للاستفسار فقط,Neutral
الخدمات الطبية,الخدمات الطبية: الخدمة تحسنت كثيراً مؤخراً,Positive
مركز أبحاث الجريمة,مركز أبحاث الجريمة: واجهت مشكلة ولم أجد مساعدة,Negative
مركز المعلومات الوطني,مركز المعلومات الوطني: واجهت مشكلة ولم أجد مساعدة,Negative
ديوان الوزارة,ديوان الوزارة: كل الشكر للموظف اللي ساعدني اليوم,Positive
الخدمات الطبية,الخدمات الطبية: راجعت اليوم الفرع الرئيسي,Neutral
الدفاع المدني,الدفاع المدني: خدمة ممتازة وسرعة في الإجراءات,Positive
أندية الوزارة,أندية الوزارة: أحتاج إلى توضيح عن الإجراءات,Neutral
الأمن العام,الأمن العام: الخدمة تحسنت كثيراً مؤخراً,Positive
الأمن العام,الأمن العام: الخدمة تحسنت كثيراً مؤخراً,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: ما هي متطلبات إصدار الجواز؟,Neutral
السجون,السجون: تجربة رائعة أشكر جهودكم,Positive
الجوازات,الجوازات: تجربة رائعة أشكر جهودكم,Positive
السجون,السجون: راجعت اليوم الفرع الرئيسي,Neutral
أندية الوزارة,أندية الوزارة: الموقع لا يعمل منذ الصباح,Negative
الدفاع المدني,الدفاع المدني: كل الشكر للموظف اللي ساعدني اليوم,Positive
الأمن العام,الأمن العام: لا أحد يرد على الاستفسارات,Negative
الأحوال المدنية,الأحوال المدنية: خدمة سيئة جداً وتعامل سيء,Negative
قوات أمن المنشآت,قوات أمن المنشآت: انتظار طويل دون فائدة,Negative
الأمن البيئي,الأمن البيئي: لا أحد يرد على الاستفسارات,Negative
الجوازات,الجوازات: كل الشكر للموظف اللي ساعدني اليوم,Positive
أندية الوزارة,أندية الوزارة: ذهبت للاستفسار فقط,Neutral
أندية الوزارة,أندية الوزارة: هل يعمل الفرع في يوم الجمعة؟,Neutral
الدفاع المدني,الدفاع المدني: كل الشكر للموظف اللي ساعدني اليوم,Positive
مركز أبحاث الجريمة,مركز أبحاث الجريمة: الموقع لا يعمل منذ الصباح,Negative
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: تجربة رائعة أشكر جهودكم,Positive
مركز أبحاث الجريمة,مركز أبحاث الجريمة: الخدمة تحسنت كثيراً مؤخراً,Positive
مركز المعلومات الوطني,مركز المعلومات الوطني: ذهبت للاستفسار فقط,Neutral
الأمن البيئي,الأمن البيئي: الموقع لا يعمل منذ الصباح,Negative
الخدمات الطبية,الخدمات الطبية: خدمة سيئة جداً وتعامل سيء,Negative
الخدمات الطبية,الخدمات الطبية: خدمة ممتازة وسرعة في الإجراءات,Positive
الأمن البيئي,الأمن البيئي: تعامل راقٍ من الموظفين,Positive
قوات الأمن الخاصة,قوات الأمن الخاصة: الموقع لا يعمل منذ الصباح,Negative
الجوازات,الجوازات: هل يعمل الفرع في يوم الجمعة؟,Neutral
حرس الحدود,حرس الحدود: الخدمة تحسنت كثيراً مؤخراً,Positive
قوات الأمن الخاصة,قوات الأمن الخاصة: لا أحد يرد على الاستفسارات,Negative
قوات أمن المنشآت,قوات أمن المنشآت: ذهبت للاستفسار فقط,Neutral
مركز العمليات الموحدة,مركز العمليات الموحدة: تعامل راقٍ من الموظفين,Positive
الخدمات الطبية,الخدمات الطبية: خدمة ممتازة وسرعة في الإجراءات,Positive
ديوان الوزارة,ديوان الوزارة: خدمة ممتازة وسرعة في الإجراءات,Positive
الدفاع المدني,الدفاع المدني: الخدمة تحسنت كثيراً مؤخراً,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: لا أحد يرد على الاستفسارات,Negative
أندية الوزارة,أندية الوزارة: تعامل راقٍ من الموظفين,Positive
الخدمات الطبية,الخدمات الطبية: راجعت اليوم الفرع الرئيسي,Neutral
مركز أبحاث الجريمة,مركز أبحاث الجريمة: لا أحد يرد على الاستفسارات,Negative
قوات الأمن الخاصة,قوات الأمن الخاصة: تجربة رائعة أشكر جهودكم,Positive
قوات الأمن الخاصة,قوات الأمن الخاصة: راجعت اليوم الفرع الرئيسي,Neutral
